id,type,text,question_images,answer_images,options,answers
q5,mcq,You have a server that runs Windows Server and contains a shared folder named UserData. You need to limit the amount of storage space that each user can consume in UserData. What should you use?,,,,D
q6,mcq,Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. The domain contains two servers named Server1 and Server2. Server1 contains a disk named Disk2. Disk2 contains a folder named UserData. UserData is shared to the Domain Users group. Disk2 is configured for deduplication. Server1 is protected by using Azure Backup. Server1 fails. You connect Disk2 to Server2. You need to ensure that you can access all the files on Disk2 as quickly as possible. What should you do?,,,,D
q7,mcq,You have five file servers that run Windows Server. You need to block users from uploading video files that have the .mov extension to shared folders on the file servers. All other types of files must be allowed. The solution must minimize administrative effort. What should you create?,,,,D
q8,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain named adatum.com. The domain contains a file server named Server1 and three users named User1, User2, and User3. Server1 contains a shared folder named Share1 that has the following configurations: The share permissions for Share1 are configured as shown in the Share Permissions exhibit. Share1 contains a file named File1.bxt. The advanced security settings for File1.txt are configured as shown in the File Permissions exhibit. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0014700001.png|https://www.examtopics.com/assets/media/exam-media/04225/0014800001.png|https://www.examtopics.com/assets/media/exam-media/04225/0014900001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0015000001.png|https://www.examtopics.com/assets/media/exam-media/04225/0015000002.png,,,
q9,drag_drop,"DRAG DROP - You have a server named Server1. You plan to use Storage Spaces to expand the storage available to Server1. You attach eight physical disks to Server1. Four disks are HDDs and four are SSDs. You need to create a volume on Server1 that will use the storage on all the new disks. The solution must provide the fastest read performance for frequently used files. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: Reference: https://redmondmag.com/articles/2018/07/31/storage-spaces-windows-server-2016-1.aspx https://redmondmag.com/articles/2018/08/02/storage-spaces-windows-server-2016-2.aspx",https://www.examtopics.com/assets/media/exam-media/04225/0015100001.png|https://www.examtopics.com/assets/media/exam-media/04225/0015200001.png,,,
q10,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain named adatum.com. The domain contains a server named Server1 and the users shown in the following table. Server1 contains a folder named D:\Folder1. The advanced security settings for Folder1 are configured as shown in the Permissions exhibit. (Click the Permissions tab.) Folder1 is shared by using the following configurations: The share permissions for Share1 are shown in the following table. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area: To access files in a shared folder, you need to be granted permissions on the folder (NTFS permissions) AND permissions on the share. The most restrictive permission of the folder permissions and share permissions apply. Box 1: Yes - Group1 has Read access to Folder1 and Change access to Share1. Therefore, User1 can read the files in Share1. Box 2: No - Group3 has Full Control access to Share1. However, Group3 has no permissions configured Folder1. Therefore, User3 cannot access the files in Share1. Box 3: Yes - Group2 has write permission to Folder1. However, Group2 has no permission on Share1. Therefore, users in Group2 cannot access files in the shared folder. Access Based Enumeration when enabled hides files and folders that users do not have permission to access. However, Access Based Enumeration is not enabled on Share1. This is indicated by the FolderEnumerationMode ג€"" Unrestricted setting. Therefore, the share will be visible to User2 even though User2 cannot access the shared folder.",https://www.examtopics.com/assets/media/exam-media/04225/0015300001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0015300002.png|https://www.examtopics.com/assets/media/exam-media/04225/0015400001.png|https://www.examtopics.com/assets/media/exam-media/04225/0015400002.png|https://www.examtopics.com/assets/media/exam-media/04225/0015400003.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0015500001.jpg,,,
q11,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. The domain contains a server named Server1 that has the DFS Namespaces role service installed. Server1 hosts a domain-based Distributed File System (DFS) Namespace named Files. The domain contains a file server named Server2. Server2 contains a shared folder named Share1. Share1 contains a subfolder named Folder1. In the Files namespace, you create a folder named Folder1 that has a target of \\Server2.contoso.com\Share1\Folder1. You need to configure a logon script that will map drive letter M to Folder1. The solution must use the path of the DFS Namespace. How should you configure the command to map the drive letter? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0015600001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0015700001.jpg,,,
q12,drag_drop,"DRAG DROP - You have two on-premises servers named Server1 and Server2 that run Windows Server. You have an Azure Storage account named storage1 that contains a file share named share1. Server1 syncs with share1 by using Azure File Sync. You need to configure Server2 to sync with share1. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: Reference: https://docs.microsoft.com/en-us/azure/storage/file-sync/file-sync-server-registration https://docs.microsoft.com/en-us/azure/storage/file-sync/file-sync-server-endpoint-create?tabs=azure-portal",https://www.examtopics.com/assets/media/exam-media/04225/0015800001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0015900001.jpg,,,
q13,mcq,You have a server named Server1 that runs Windows Server. Server1 has the storage pools shown in the following table. You plan to create a virtual disk named VDisk1 that will use storage tiers. Which pools can you use to create VDisk1?,https://www.examtopics.com/assets/media/exam-media/04225/0016000001.png,,,F
q14,mcq,Your network contains an Active Directory Domain Services (AD DS) forest. The forest contains three domains. Each domain contains 10 domain controllers. You plan to store a DNS zone in a custom Active Directory partition. You need to create the Active Directory partition for the zone. The partition must replicate to only four of the domain controllers. What should you use?,,,,A
q15,mcq,You have two severs that have the Hyper-V server role installed. The servers are joined to a failover cluster. Both servers can connect to the same disk on an iSCSI storage device. You plan to use the iSCSI storage to store highly available Hyper-V virtual machines that will. support live migration functionally. You need to configure a storage resource in the failover cluster to store the virtual machines. What should you configure?,,,,A
q16,mcq,You have a server named Server1 that runs Windows Server. You plan to host applications in Windows containers. You need to configure Server1 to run containers. What should you install?,,,,B
q17,hotspot,"HOTSPOT - You have a server named Server1 that runs Windows Server. Server1 has a just-a-bunch-of-disks (JBOD) enclosure attached. You plan to create a storage pool on Server1 and a virtual disk that will use a mirror layout. You are considering whether to use a two-way or a three-way mirror layout. What is the minimum number of disks required for each type of mirror layout? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0016300001.png|https://www.examtopics.com/assets/media/exam-media/04225/0016400001.png,,,
q18,hotspot,"HOTSPOT - Your company has offices in Boston and Montreal. The offices are connected by using a 10-Mbps WAN link that is often saturated. The office in Boston contains the following: ✑ An Active Directory Domain Services (AD DS) domain controller named DC1 ✑ A server named Server1 that runs Windows Server and has the File Server role installed The office in Montreal contains 20 client computers that run Windows 10. Montreal does NOT have any servers. The company plans to deploy a new line-of-business (LOB) application to all the client computers. The installation source files for the application are in \\Server1 \Apps. You need to make the installation source files available to the client computers in the Montreal office by using the minimum amount of WAN bandwidth possible. What should you do? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0016600001.png|https://www.examtopics.com/assets/media/exam-media/04225/0016600002.jpg,,,
q19,mcq,You have an on-premises Active Directory Domain Services (AD DS) domain that syncs with an Azure Active Directory (Azure AD) tenant. Group writeback is enabled in Azure AD Connect. The AD DS domain contains a server named Server1. Server1 contains a shared folder named share1. You have an Azure Storage account named storage2 that uses Azure AD-based access control. The storage2 account contains a share named share2. You need to create a security group that meets the following requirements: ✑ Can contain users from the AD DS domain ✑ Can be used to authorize user access to share1 and share2 What should you do?,,,,B
q20,hotspot,"HOTSPOT - You have a Group Policy Object (GPO) named GPO1 that contains user settings only. You plan to apply GPO1 to a global security group named Group1. You link GPO1 to the domain, and you remove all the permissions granted to the Authenticated Users group. You need to configure permissions for GPOI to meet the following requirements: ✑ GPO1 must apply only to the users in Group1. ✑ The solution must use the principle of least privilege. Which permissions should you grant to Group1 and the Domain Computers group? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0016800003.png|https://www.examtopics.com/assets/media/exam-media/04225/0016900001.png,,,
q21,hotspot,"HOTSPOT - Your network contains a two-domain on-premises Active Directory Domain Services (AD DS) forest named contoso.com. The forest contains the domain controllers shown in the following table. All domain controllers are backed up by using Azure Backup. You create an Active Directory site named Site3. Site1, Site2, and Site3 each has a dedicated site link to the Hub site. In Site3, you install a new server named Server1. You need to promote Server1 to an RODC in child.contoso.com by using the Install from Media (IFM) option. The solution must minimize network traffic. What should you do? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0017000001.png|https://www.examtopics.com/assets/media/exam-media/04225/0017100001.png|https://www.examtopics.com/assets/media/exam-media/04225/0017200001.png,,,
q22,drag_drop,"DRAG DROP - You deploy a single-domain Active Directory Domain Services (AD DS) forest named contoso.com. You deploy a server to the domain and configure the server to run a service. You need to ensure that the service can use a group managed service account (gMSA) to authenticate. Which three PowerShell cmdlets should you run in sequence? To answer, move the appropriate cmdlets from the list of cmdlets to the answer area and arrange them in the correct order. Select and Place:",https://www.examtopics.com/assets/media/exam-media/04225/0017300001.png|https://www.examtopics.com/assets/media/exam-media/04225/0017300002.png,,,
q23,hotspot,"HOTSPOT - You have an on-premises DNS server named Server1 that runs Windows Server. Server1 hosts a DNS zone named fabnkam.com. You have an Azure subscription that contains the resources shown in the following table. You need to design a solution that will automatically resolve the names of any PaaS resources for which you configure private endpoints in Vnet1. How should you configure the name resolution? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0017400001.png|https://www.examtopics.com/assets/media/exam-media/04225/0017400002.png|https://www.examtopics.com/assets/media/exam-media/04225/0017500001.jpg,,,
q24,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. You need to identify which server is the PDC emulator for the domain. Solution: From Active Directory Users and Computers, you right-click contoso.com in the console tree, and then select Operations Master. Does this meet the goal?",,,,A
q25,mcq,Your network contains an Active Directory Domain Services (AD DS) forest. The forest contains three domains. Each domain contains 10 domain controllers. You plan to store a DNS zone in a custom Active Directory partition. You need to create the Active Directory partition for the zone. The partition must replicate to only four of the domain controllers. What should you use?,,,,A
q26,mcq,"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your network contains an Active Directory Domain Services (AD DS) forest. The forest contains three Active Directory sites named Site1, Site2, and Site3. Each site contains two domain controllers. The sites are connected by using DEFAULTIPSITELINK. You open a new branch office that contains only client computers. You need to ensure that the client computers in the new office are primarily authenticated by the domain controllers in Site1. Solution: You create a new subnet object that is associated to Site1. Does this meet the goal?",,,,A
q27,hotspot,"HOTSPOT - Your network contains an Active Directory Domain Services (AD DS) domain named contoso.com. The network contains the servers shown in the following table. You plan to implement IP Address Management (IPAM). You need to use the Group Policy based provisioning method for managed servers. The solution must support server discovery. What should you do? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0017700001.png|https://www.examtopics.com/assets/media/exam-media/04225/0017800001.png|https://www.examtopics.com/assets/media/exam-media/04225/0017900001.png,,,
q28,hotspot,"HOTSPOT - Your company has a main office and 10 branch offices that are connected by using WAN links. The network contains an Active Directory domain. All users have laptops and regularly travel between offices. You plan to implement BranchCache in the branch offices. In each branch office, you install a server that runs Windows Server and the BranchCache feature. You register the servers in Active Directory. You need to configure the laptops to use the local BranchCache server automatically. The solution must minimize administrative effort. Which two Group Policy settings should you configure? To answer, select the settings in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image164.png|https://img.examtopics.com/az-800/image165.png,,,
q29,hotspot,"HOTSPOT - You have an Azure subscription that contains the storage accounts shown in the following table. In the East US Azure region, you create a storage sync service named Sync1. You need to create a sync group in Sync1. Which storage accounts can you use, and what can you specify as the cloud endpoints. To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image178.png|https://img.examtopics.com/az-800/image179.png|https://img.examtopics.com/az-800/image180.png,,,
q30,mcq,You have a server named Server1 that runs Windows Server and contains two drives named C and D. Server1 hosts multiple file shares. You enable Data Deduplication on drive D and select the General purpose file server workload. You need to minimize the space consumed by files that were recently modified or deleted. What should you do?,,,,B
q31,hotspot,"HOTSPOT - You have a server named Server1 that runs Windows Server and contains three volumes named C, D, and E. Files are stored on Server1 as shown in the following table. For volume D, Data Deduplication is enabled and set to General purpose file server. You perform the following actions: • Move File1 to volume D. • Copy File2 to volume D and name the copy File4. • Move File3 to volume E. For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image207.png|https://img.examtopics.com/az-800/image208.png|https://img.examtopics.com/az-800/image209.png,,,
q32,mcq,You have an Active Directory domain that contains a file server named Server1. Server1 runs Windows Server and includes the file shares shown in the following table. When users login to the network they receive the following network drive mappings. • H: maps to \\server1\users\%UserName% • G: maps to \\server1\%Department% You need to limit the amount of space consumed by user’s on Server1. The solution must meet the following requirements: • Prevent users using more than 5GB of space on their H: drive • Prevent Accounts department users from using more than 10GB of space on the G: drive • Prevent Marketing department users from using more than 15GB of space on the G: drive • Prevent Customer Service department users from using more than 2GB of space on the G: drive • Minimize administrative effort What should you use?,https://img.examtopics.com/az-800/image210.png,,,A
q33,mcq,"You have an Azure subscription that contains the storage accounts shown in the following table. In the West US Azure region, you create a storage sync service named SyncA. You plan to create a sync group named GroupA. What is the maximum number of cloud endpoints you can use with GroupA?",https://img.examtopics.com/az-800/image211.png,,,A
q34,drag_drop,"DRAG DROP - You have an on-premises server named Server1 that runs Windows Server. Server1 contains a file share named Share1. You have an Azure subscription. You perform the following actions: • Deploy Azure File Sync. • Install the Azure File Sync agent on Server1. • Register Server1 with Azure File Sync. You need to ensure that you can add Share1 as an Azure File Sync server endpoint. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order.",https://img.examtopics.com/az-800/image231.png|https://img.examtopics.com/az-800/image232.png,,,
q35,case_study,"Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. You need to ensure that VM3 meets the technical requirements. What should you install first?",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png,,,C
q36,hotspot,"HOTSPOT - Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. You need to ensure that data availability on SSPace1 meets the technical requirements. What is the maximum number of physical disks that can fail on each disk? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png|https://img.examtopics.com/az-800/image253.png|https://img.examtopics.com/az-800/image254.png,,,
q37,drag_drop,"DRAG DROP - Case Study - This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided. To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study. At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section. To start the case study - To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question. Overview - Company Information - ADatum Corporation is a manufacturing company that has a main office in Seattle and two branch offices in Los Angeles and Montreal. Fabrikam Partnership - ADatum recently partnered with 2 company named Fabrikam, Inc. Fabrikam is a manufacturing company that has a main office in Boston and a branch office in Orlando. Both companies intend to collaborate on several joint projects. Existing Environment - ADatum AD DS Environment - The on-premises network of ADatum contains an Active Directory Domain Services (AD DS) forest named adatum.com. The forest contains two domains named adatum.com and east.adatum.com and the domain controllers shown in the following table. Fabrikam AD DS Environment - The on-premises network of Fabrikam contains an AD DS forest named fabrikam.com. The forest contains two domains named fabrikam.com and south.fabrikam.com. The fabrikam.com domain contains an organizational unit (OU) named Marketing. Server Infrastructure - The adatum.com domain contains the servers shown in the following table. HyperV1 contains the virtual machines shown in the following table. All the virtual machines on HyperV1 have only the default management tools installed. SSPace1 contains the Storage Spaces virtual disks shown in the following table. Azure Resources - ADatum has an Azure subscription that contains an Azure AD tenant. Azure AD Connect is configured to sync the adatum.com forest with Azure AD. The subscription contains the virtual networks shown in the following table. The subscription contains the Azure Private DNS zones shown in the following table. The subscription contains the virtual machines shown in the following table. All the servers are in a workgroup. The subscription contains a storage account named storage1 that has a file share named share1. Requirements - Planned Changes - ADatum plans to implement the following changes: • Sync Data1 to share1. • Configure an Azure runbook named Task1. • Enable Azure AD users to sign in to Server1. • Create an Azure DNS Private Resolver that has the following configurations: • Name: Private1 • Region: West US • Virtual network: VNet1 • Inbound endpoint: SubnetB • Enable users in the adatum.com domain to access the resources in the south.fabrikam.com domain. Technical Requirements - ADatum identifies the following technical requirements: • The data on SSPace1 must be available always. • DC2 must become the schema master if DC1 fails. • VM3 must be configured to enable per-folder quotas. • Trusts must allow access to only the required resources. • The users in the Marketing OU must have access to storage1. • Azure Automanage must be used on all supported Azure virtual machines. • A direct SSH session must be used to manage all the supported virtual machines on HyperV1. You need to implement the planned change for Data1. Which actions should you perform in sequence? To answer, drag the appropriate actions to the correct order. Each action may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image236.png|https://img.examtopics.com/az-800/image237.png|https://img.examtopics.com/az-800/image238.png|https://img.examtopics.com/az-800/image239.png|https://img.examtopics.com/az-800/image240.png|https://img.examtopics.com/az-800/image241.png|https://img.examtopics.com/az-800/image242.png|https://img.examtopics.com/az-800/image255.png|https://img.examtopics.com/az-800/image256.png,,,
q38,mcq,You have a server named Server1 that runs Windows Server. The disks on Server1 are configured as shown in the following exhibit. You need to convert volume E to ReFS. The solution must meet the following requirements: • The data on volume E needs to be retained. • Minimize administrative effort. What should you do first?,https://img.examtopics.com/az-800/image257.png,,,A
q39,drag_drop,"DRAG DROP - You have a disaggregated cluster deployment. The deployment contains a scale-out file server (SOFS) cluster that runs Windows Server and a compute cluster that has the Hyper-V role enabled. You need to implement Storage Quality of Service (QoS). The solution must ensure that you can control the bandwidth usage between the SOFS cluster and the Hyper-V cluster. Which cmdlet should you run on each cluster? To answer, drag the appropriate cmdlets to the correct clusters. Each cmdlet may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image258.png|https://img.examtopics.com/az-800/image259.png,,,
q40,hotspot,"HOTSPOT - You have an Active Directory Domain Services (AD DS) domain that contains the member servers shown in the following table. Server3 contains a data disk named Disk1 that has Data Deduplication installed. Disk1 contains the files shown in the following table. Server3 fails. You need to recover the files on Disk1. Which files can you recover if you attach Disk1 to Server1, and which files can you recover if you attach Disk1 to Server2? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.",https://img.examtopics.com/az-800/image271.png|https://img.examtopics.com/az-800/image272.png|https://img.examtopics.com/az-800/image273.png|https://img.examtopics.com/az-800/image274.png,,,
q41,mcq,You have a server named Server1 that runs Windows Server and contains a file share named Share1. You need to prevent users from storing MP4 files in Share1. The solution must ensure that the users can store other types of files in the share. What should you configure on Server1?,,,,D
q42,simulation,"SIMULATION - You need to use Azure File Sync to replicate the contents of C:\app on SRV1 to an Azure file share named share1. The required source files are located in a folder named \\dc1.contoso.com\install. To complete this task, sign in to the required computer or computers.",https://img.examtopics.com/az-800/image283.png,,,
q43,simulation,"SIMULATION - You need to make the shares named Marketing and Sales from SRV1 available on the network by using the following UNC paths: • \\contoso.com\documents\marketing • \\contoso.com\documents\sales To complete this task, sign in to the required computer or computers.",https://img.examtopics.com/az-800/image284.png,,,
q47,simulation,"SIMULATION - You need to prevent domain users from saving executable files in a share named \\SRV1\Data. The users must be able to save other files to the share. To complete this task, sign in the required computer or computers.",https://img.examtopics.com/az-800/image328.png,,,
q1,mcq,You need to configure the Group Policy settings to ensure that the Azure Virtual Desktop session hosts meet the security requirements. What should you configure?,,,,A
q2,mcq,What should you implement for the deployment of DC3?,,,,B
q3,drag_drop,"DRAG DROP - Which three actions should you perform in sequence to meet the security requirements for Webapp1? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: Reference: https://docs.microsoft.com/en-us/windows-server/security/group-managed-service-accounts/group-managed-service-accounts-overview",https://www.examtopics.com/assets/media/exam-media/04225/0000800001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0000800002.jpg,,,
q4,drag_drop,"DRAG DROP - You need to meet the security requirements for passwords. Where should you configure the components for Azure AD Password Protection? To answer, drag the appropriate components to the correct locations. Each component may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point. Select and Place: Reference: https://docs.microsoft.com/en-us/azure/active-directory/authentication/concept-password-ban-bad-on-premises",https://www.examtopics.com/assets/media/exam-media/04225/0000900001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0001000001.jpg,,,
q1,mcq,You need to meet the technical requirements for Server1. Which users can currently perform the required tasks?,,,,B
q2,mcq,You need to meet the technical requirements for the site links. Which users can perform the required tasks?,,,,C
q3,mcq,You need to meet the technical requirements for User1. The solution must use the principle of least privilege. What should you do?,,,,D
q4,hotspot,"HOTSPOT - Which groups can you add to Group3 and Group5? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/active-directory-security-groups",https://www.examtopics.com/assets/media/exam-media/04225/0001700001.png|https://www.examtopics.com/assets/media/exam-media/04225/0001800001.png,,,
q5,mcq,You need to meet the technical requirements for Server3. Which users can perform the required tasks?,,,,C
